ProteinID,Compartments,Cyto,Nsol,NucI,Horg,Lorg,Colour,ProteinsName_Subcell,Entry Name,Protein names,Gene Names,GeneID,Ensembl,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component)
P08195,S4,-0.977656051,-1.462778141,0.57453829,0.86452978,0.063383807,tomato2,SLC3A2,4F2_HUMAN,Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),SLC3A2 MDU1,6520;,"ENST00000338663.12; ENSP00000340815.7; ENSG00000168003.19. [P08195-2];""ENST00000377889.6; ENSP00000367121.2; ENSG00000168003.19. [P08195-3]"";""ENST00000377890.6; ENSP00000367122.2; ENSG00000168003.19. [P08195-1]"";""ENST00000377891.6; ENSP00000367123.2; ENSG00000168003.19. [P08195-5]"";""ENST00000538084.2; ENSP00000440001.2; ENSG00000168003.19. [P08195-4]"";""ENST00000544377.2; ENSP00000442135.2; ENSG00000168003.19. [P08195-2]"";""ENST00000680631.1; ENSP00000506006.1; ENSG00000168003.19. [P08195-2]"";""ENST00000681657.1; ENSP00000505110.1; ENSG00000168003.19. [P08195-2]"";",aromatic amino acid transmembrane transporter activity [GO:0015173]; cadherin binding [GO:0045296]; calcium:sodium antiporter activity [GO:0005432]; double-stranded RNA binding [GO:0003725]; exogenous protein binding [GO:0140272]; L-alanine transmembrane transporter activity [GO:0015180]; L-leucine transmembrane transporter activity [GO:0015190]; neutral L-amino acid secondary active transmembrane transporter activity [GO:0005294]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; virus receptor activity [GO:0001618],amino acid transport [GO:0006865]; calcium ion transport [GO:0006816]; carbohydrate metabolic process [GO:0005975]; isoleucine transport [GO:0015818]; L-alanine import across plasma membrane [GO:1904273]; L-histidine transport [GO:1902024]; L-leucine import across plasma membrane [GO:1903801]; L-leucine transport [GO:0015820]; methionine transport [GO:0015821]; phenylalanine transport [GO:0015823]; proline transport [GO:0015824]; response to exogenous dsRNA [GO:0043330]; symbiont entry into host cell [GO:0046718]; thyroid hormone transport [GO:0070327]; tryptophan transport [GO:0015827]; tyrosine transport [GO:0015828]; valine transport [GO:0015829],amino acid transport complex [GO:1990184]; anchoring junction [GO:0070161]; apical plasma membrane [GO:0016324]; apical pole of neuron [GO:0044225]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; synapse [GO:0045202]
Q8IVJ1,S1,-0.928541379,-1.132590184,-0.246931071,0.530954478,1.058078945,gold,SLC41A1,S41A1_HUMAN,Solute carrier family 41 member 1,SLC41A1,254428;,ENST00000367137.4; ENSP00000356105.3; ENSG00000133065.11.;,inorganic cation transmembrane transporter activity [GO:0022890]; magnesium ion transmembrane transporter activity [GO:0015095]; magnesium:sodium antiporter activity [GO:0061768]; transmembrane transporter activity [GO:0022857],cellular response to magnesium ion [GO:0071286]; intracellular magnesium ion homeostasis [GO:0010961]; magnesium ion transmembrane transport [GO:1903830]; magnesium ion transport [GO:0015693]; metal ion transport [GO:0030001],basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q8WWI5,S4,-1.02685758,-1.296757829,0.444995322,0.754989473,0.297726893,tomato2,SLC44A1,CTL1_HUMAN,Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92),SLC44A1 CD92 CDW92 CTL1,23446;,"ENST00000374720.8; ENSP00000363852.3; ENSG00000070214.17. [Q8WWI5-1];""ENST00000374723.5; ENSP00000363855.1; ENSG00000070214.17. [Q8WWI5-3]"";""ENST00000374724.1; ENSP00000363856.1; ENSG00000070214.17. [Q8WWI5-2]"";""ENST00000470972.5; ENSP00000433072.1; ENSG00000070214.17. [Q8WWI5-1]"";",antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; ethanolamine transmembrane transporter activity [GO:0034228],choline catabolic process [GO:0042426]; choline transport [GO:0015871]; ethanolamine transport [GO:0034229]; phosphatidylcholine biosynthetic process [GO:0006656]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q8IWA5,S4,-1.174666054,-1.377483529,0.364363448,0.777638853,0.400359862,tomato2,SLC44A2,CTL2_HUMAN,Choline transporter-like protein 2 (Solute carrier family 44 member 2),SLC44A2 CTL2 PSEC0210,57153;,"ENST00000335757.10; ENSP00000336888.4; ENSG00000129353.15. [Q8IWA5-1];""ENST00000407327.8; ENSP00000385135.3; ENSG00000129353.15. [Q8IWA5-3]"";""ENST00000586078.5; ENSP00000466664.1; ENSG00000129353.15. [Q8IWA5-2]"";",antiporter activity [GO:0015297]; choline transmembrane transporter activity [GO:0015220]; ethanolamine transmembrane transporter activity [GO:0034228]; transmembrane transporter activity [GO:0022857],choline transport [GO:0015871]; ethanolamine transport [GO:0034229]; phosphatidylcholine biosynthetic process [GO:0006656]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; transmembrane transport [GO:0055085],extracellular exosome [GO:0070062]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]
Q9BWU0,N4,-0.648488228,1.35306623,-0.291402236,-0.958569306,-0.281069433,grey30,SLC4A1AP,NADAP_HUMAN,Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein),SLC4A1AP HLC3,22950;,"ENST00000326019.11; ENSP00000323837.7; ENSG00000163798.14. [Q9BWU0-2];""ENST00000618046.4; ENSP00000483501.1; ENSG00000163798.14. [Q9BWU0-2]"";",mRNA binding [GO:0003729],0,cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
P04920,S4,-0.942111308,-1.032202778,0.360299331,0.794284276,0.379808964,tomato2,SLC4A2,B3A2_HUMAN,Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Non-erythroid band 3-like protein) (BND3L) (Solute carrier family 4 member 2),SLC4A2 AE2 EPB3L1 HKB3 MPB3L,6522;,"ENST00000392826.6; ENSP00000376571.2; ENSG00000164889.15. [P04920-3];""ENST00000413384.7; ENSP00000405600.2; ENSG00000164889.15. [P04920-1]"";""ENST00000461735.1; ENSP00000419164.1; ENSG00000164889.15. [P04920-2]"";""ENST00000485713.5; ENSP00000419412.1; ENSG00000164889.15. [P04920-1]"";",chloride:bicarbonate antiporter activity [GO:0140900]; enzyme binding [GO:0019899]; monoatomic anion transmembrane transporter activity [GO:0008509]; solute:inorganic anion antiporter activity [GO:0005452]; transmembrane transporter activity [GO:0022857],"amelogenesis [GO:0097186]; bicarbonate transport [GO:0015701]; digestive tract development [GO:0048565]; monoatomic anion transport [GO:0006820]; negative regulation of CD8-positive, alpha-beta T cell differentiation [GO:0043377]; negative regulation of CD8-positive, alpha-beta T cell proliferation [GO:2000565]; osteoclast differentiation [GO:0030316]; positive regulation of enamel mineralization [GO:0070175]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of bone resorption [GO:0045124]; regulation of intracellular pH [GO:0051453]; spermatogenesis [GO:0007283]; transmembrane transport [GO:0055085]",apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; focal adhesion [GO:0005925]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9Y6M7,S4,-1.080007548,-1.385909743,0.580751861,0.95916311,0.051951574,tomato2,SLC4A7,S4A7_HUMAN,Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7),SLC4A7 BT NBC2 NBC2B NBC3 NBCn1 SBC2 SLC4A6,9497;,"ENST00000295736.9; ENSP00000295736.5; ENSG00000033867.18. [Q9Y6M7-1];""ENST00000428386.5; ENSP00000416368.1; ENSG00000033867.18. [Q9Y6M7-2]"";""ENST00000437179.5; ENSP00000394252.1; ENSG00000033867.18. [Q9Y6M7-9]"";""ENST00000437266.5; ENSP00000409418.1; ENSG00000033867.18. [Q9Y6M7-11]"";""ENST00000438530.5; ENSP00000407304.1; ENSG00000033867.18. [Q9Y6M7-10]"";""ENST00000440156.5; ENSP00000414797.1; ENSG00000033867.18. [Q9Y6M7-8]"";""ENST00000446700.5; ENSP00000406605.1; ENSG00000033867.18. [Q9Y6M7-12]"";""ENST00000454389.6; ENSP00000390394.1; ENSG00000033867.18. [Q9Y6M7-7]"";""ENST00000455077.5; ENSP00000407382.1; ENSG00000033867.18. [Q9Y6M7-6]"";""ENST00000457377.5; ENSP00000408323.1; ENSG00000033867.18. [Q9Y6M7-11]"";",monoatomic anion transmembrane transporter activity [GO:0008509]; sodium:bicarbonate symporter activity [GO:0008510]; solute:inorganic anion antiporter activity [GO:0005452],auditory receptor cell development [GO:0060117]; bicarbonate transport [GO:0015701]; cellular response to growth factor stimulus [GO:0071363]; phagosome acidification [GO:0090383]; purine nucleotide biosynthetic process [GO:0006164]; pyrimidine nucleotide biosynthetic process [GO:0006221]; regulation of intracellular pH [GO:0051453]; transmembrane transport [GO:0055085],apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium [GO:0032420]
P48067,S4,-0.675143385,-1.097420522,0.418858217,0.894817614,0.347386395,tomato2,SLC6A9,SC6A9_HUMAN,Sodium- and chloride-dependent glycine transporter 1 (GlyT-1) (GlyT1) (Solute carrier family 6 member 9),SLC6A9,6536;,"ENST00000357730.6; ENSP00000350362.2; ENSG00000196517.13. [P48067-3];""ENST00000360584.6; ENSP00000353791.2; ENSG00000196517.13. [P48067-1]"";""ENST00000372310.8; ENSP00000361384.4; ENSG00000196517.13. [P48067-2]"";""ENST00000673836.1; ENSP00000501314.1; ENSG00000196517.13. [P48067-2]"";",glycine transmembrane transporter activity [GO:0015187]; glycine:sodium symporter activity [GO:0015375],"glycine import across plasma membrane [GO:1903804]; glycine transport [GO:0015816]; negative regulation of NMDA glutamate receptor activity [GO:1904782]; neurotransmitter transport [GO:0006836]; positive regulation of heme biosynthetic process [GO:0070455]; positive regulation of hemoglobin biosynthetic process [GO:0046985]; regulation of synaptic transmission, glycinergic [GO:0060092]; sodium ion transmembrane transport [GO:0035725]; synaptic transmission, glycinergic [GO:0060012]; transport across blood-brain barrier [GO:0150104]",apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; dense core granule [GO:0031045]; endosome [GO:0005768]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; parallel fiber to Purkinje cell synapse [GO:0098688]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; synaptic vesicle membrane [GO:0030672]
P30825,S3,-1.077673509,-1.07081249,0.114370969,0.786517683,0.582052638,salmon,SLC7A1,CTR1_HUMAN,High affinity cationic amino acid transporter 1 (CAT-1) (CAT1) (Ecotropic retroviral leukemia receptor homolog) (Ecotropic retrovirus receptor homolog) (Solute carrier family 7 member 1) (System Y+ basic amino acid transporter),SLC7A1 ATRC1 ERR REC1L,6541;,ENST00000380752.10; ENSP00000370128.5; ENSG00000139514.13.;,amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; L-arginine transmembrane transporter activity [GO:0061459]; L-histidine transmembrane transporter activity [GO:0005290]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]; virus receptor activity [GO:0001618],amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; L-amino acid transport [GO:0015807]; L-arginine import across plasma membrane [GO:0097638]; L-arginine transmembrane transport [GO:1903826]; L-histidine import across plasma membrane [GO:1903810]; L-ornithine transmembrane transport [GO:1903352]; lysine transport [GO:0015819]; ornithine transport [GO:0015822]; positive regulation of T cell proliferation [GO:0042102]; transport across blood-brain barrier [GO:0150104],apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q01650,S4,-1.326253263,-1.656277689,0.594661719,1.031891879,0.086858107,tomato2,SLC7A5,LAT1_HUMAN,Large neutral amino acids transporter small subunit 1 (4F2 light chain) (4F2 LC) (4F2LC) (CD98 light chain) (Integral membrane protein E16) (E16) (L-type amino acid transporter 1) (hLAT1) (Solute carrier family 7 member 5) (y+ system cationic amino acid transporter),SLC7A5 CD98LC LAT1 MPE16,8140;,ENST00000261622.5; ENSP00000261622.4; ENSG00000103257.9.;,amino acid transmembrane transporter activity [GO:0015171]; antiporter activity [GO:0015297]; aromatic amino acid transmembrane transporter activity [GO:0015173]; L-amino acid transmembrane transporter activity [GO:0015179]; L-leucine transmembrane transporter activity [GO:0015190]; L-tryptophan transmembrane transporter activity [GO:0015196]; neutral L-amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; thyroid hormone transmembrane transporter activity [GO:0015349],alanine transport [GO:0032328]; amino acid import across plasma membrane [GO:0089718]; amino acid transmembrane transport [GO:0003333]; cellular response to glucose starvation [GO:0042149]; cellular response to L-arginine [GO:1903577]; cellular response to lipopolysaccharide [GO:0071222]; isoleucine transport [GO:0015818]; L-histidine transport [GO:1902024]; L-leucine import across plasma membrane [GO:1903801]; L-leucine transport [GO:0015820]; L-tryptophan transmembrane transport [GO:1904556]; liver regeneration [GO:0097421]; methionine transport [GO:0015821]; negative regulation of autophagy [GO:0010507]; negative regulation of gene expression [GO:0010629]; negative regulation of vascular associated smooth muscle cell apoptotic process [GO:1905460]; neutral amino acid transport [GO:0015804]; phenylalanine transport [GO:0015823]; positive regulation of cytokine production involved in immune response [GO:0002720]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of interleukin-17 production [GO:0032740]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of L-leucine import across plasma membrane [GO:1905534]; positive regulation of type II interferon production [GO:0032729]; proline transport [GO:0015824]; response to hyperoxia [GO:0055093]; response to muscle activity [GO:0014850]; thyroid hormone transport [GO:0070327]; transport across blood-brain barrier [GO:0150104]; tryptophan transport [GO:0015827]; tyrosine transport [GO:0015828]; valine transport [GO:0015829]; xenobiotic transport [GO:0042908],amino acid transport complex [GO:1990184]; apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cytosol [GO:0005829]; external side of apical plasma membrane [GO:0098591]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]
P19634,S4,-0.501580024,-0.89445185,0.329531749,0.752971732,0.184447962,tomato2,SLC9A1,SL9A1_HUMAN,"Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)",SLC9A1 APNH1 NHE1,6548;,"ENST00000263980.8; ENSP00000263980.3; ENSG00000090020.11. [P19634-1];""ENST00000374086.3; ENSP00000363199.3; ENSG00000090020.11. [P19634-2]"";","calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phospholipid binding [GO:0005543]; potassium:proton antiporter activity [GO:0015386]; protein phosphatase 2B binding [GO:0030346]; protein-macromolecule adaptor activity [GO:0030674]; sodium:proton antiporter activity [GO:0015385]; sodium:proton antiporter activity involved in regulation of cardiac muscle cell membrane potential [GO:0086040]",cardiac muscle cell contraction [GO:0086003]; cardiac muscle cell differentiation [GO:0055007]; cell migration [GO:0016477]; cellular response to acidic pH [GO:0071468]; cellular response to antibiotic [GO:0071236]; cellular response to cold [GO:0070417]; cellular response to electrical stimulus [GO:0071257]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to mechanical stimulus [GO:0071260]; cellular response to organic cyclic compound [GO:0071407]; intracellular sodium ion homeostasis [GO:0006883]; maintenance of cell polarity [GO:0030011]; monoatomic ion transport [GO:0006811]; negative regulation of apoptotic process [GO:0043066]; positive regulation of action potential [GO:0045760]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of calcium:sodium antiporter activity [GO:1903281]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell growth [GO:0030307]; positive regulation of mitochondrial membrane permeability [GO:0035794]; positive regulation of the force of heart contraction [GO:0098735]; positive regulation of transcription by RNA polymerase II [GO:0045944]; potassium ion transmembrane transport [GO:0071805]; protein complex oligomerization [GO:0051259]; proton transmembrane transport [GO:1902600]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of focal adhesion assembly [GO:0051893]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; regulation of stress fiber assembly [GO:0051492]; regulation of the force of heart contraction by cardiac conduction [GO:0086092]; response to acidic pH [GO:0010447]; response to muscle stretch [GO:0035994]; sodium ion export across plasma membrane [GO:0036376]; sodium ion import across plasma membrane [GO:0098719]; stem cell differentiation [GO:0048863],apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cation-transporting ATPase complex [GO:0090533]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; intercalated disc [GO:0014704]; lamellipodium [GO:0030027]; membrane [GO:0016020]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; T-tubule [GO:0030315]
Q92581,S1,-1.099855759,-1.354686999,-0.060583334,0.597006789,1.041215711,gold,SLC9A6,SL9A6_HUMAN,Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6),SLC9A6 KIAA0267 NHE6,10479;,"ENST00000370695.8; ENSP00000359729.4; ENSG00000198689.13. [Q92581-2];""ENST00000370698.7; ENSP00000359732.3; ENSG00000198689.13. [Q92581-1]"";""ENST00000370701.6; ENSP00000359735.1; ENSG00000198689.13. [Q92581-3]"";""ENST00000636092.1; ENSP00000490406.1; ENSG00000198689.13. [Q92581-3]"";""ENST00000636347.1; ENSP00000490648.1; ENSG00000198689.13. [Q92581-3]"";""ENST00000637234.1; ENSP00000490527.1; ENSG00000198689.13. [Q92581-3]"";""ENST00000637581.1; ENSP00000490731.1; ENSG00000198689.13. [Q92581-3]"";",identical protein binding [GO:0042802]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385],axon extension [GO:0048675]; dendrite extension [GO:0097484]; establishment of cell polarity [GO:0030010]; monoatomic ion transport [GO:0006811]; neuron projection morphogenesis [GO:0048812]; potassium ion transmembrane transport [GO:0071805]; regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719],early endosome membrane [GO:0031901]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; late endosome membrane [GO:0031902]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]
Q96T83,S1,-0.96182728,-1.152698601,-0.028636224,0.535809542,1.08424207,gold,SLC9A7,SL9A7_HUMAN,Sodium/hydrogen exchanger 7 (Na(+)/H(+) exchanger 7) (NHE-7) (Solute carrier family 9 member 7),SLC9A7 NHE7,84679;,ENST00000328306.4; ENSP00000330320.4; ENSG00000065923.10.;,potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385],monoatomic ion transport [GO:0006811]; potassium ion transmembrane transport [GO:0071805]; regulation of Golgi lumen acidification [GO:1905526]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; sodium ion import across plasma membrane [GO:0098719],Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802]
Q9Y2E8,S1,-1.398682697,-1.4295759,-0.304510452,0.738872852,1.146914373,gold,SLC9A8,SL9A8_HUMAN,Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8),SLC9A8 KIAA0939 NHE8,23315;,"ENST00000361573.3; ENSP00000354966.2; ENSG00000197818.12. [Q9Y2E8-1];""ENST00000417961.5; ENSP00000416418.1; ENSG00000197818.12. [Q9Y2E8-2]"";",potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385],acrosome assembly [GO:0001675]; monoatomic ion transport [GO:0006811]; potassium ion transmembrane transport [GO:0071805]; proton transmembrane transport [GO:1902600]; regulation of Golgi lumen acidification [GO:1905526]; regulation of intracellular pH [GO:0051453]; sodium ion transmembrane transport [GO:0035725],acrosomal vesicle [GO:0001669]; apical plasma membrane [GO:0016324]; Golgi membrane [GO:0000139]; multivesicular body membrane [GO:0032585]; trans-Golgi network membrane [GO:0032588]
Q9H2G2,C3,2.014884702,-0.11494764,-0.840236516,-0.665640862,-0.894872736,cyan,SLK,SLK_HUMAN,STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2),SLK KIAA0204 STK2,9748;,"ENST00000335753.8; ENSP00000336824.4; ENSG00000065613.15. [Q9H2G2-2];""ENST00000369755.4; ENSP00000358770.3; ENSG00000065613.15. [Q9H2G2-1]"";",ATP binding [GO:0005524]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],apoptotic process [GO:0006915]; cytoplasmic microtubule organization [GO:0031122]; protein autophosphorylation [GO:0046777]; regulation of apoptotic process [GO:0042981]; regulation of cell migration [GO:0030334]; regulation of focal adhesion assembly [GO:0051893],cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; perinuclear region of cytoplasm [GO:0048471]
Q14BN4,S2,-1.129392931,-1.199715183,0.17497617,0.888550151,0.553306766,orange,SLMAP,SLMAP_HUMAN,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),SLMAP KIAA1601 SLAP UNQ1847/PRO3577,7871;,"ENST00000295951.7; ENSP00000295951.3; ENSG00000163681.17. [Q14BN4-3];""ENST00000295952.7; ENSP00000295952.3; ENSG00000163681.17. [Q14BN4-3]"";""ENST00000383718.7; ENSP00000373224.3; ENSG00000163681.17. [Q14BN4-6]"";""ENST00000449503.6; ENSP00000412945.2; ENSG00000163681.17. [Q14BN4-2]"";""ENST00000494088.6; ENSP00000418218.2; ENSG00000163681.17. [Q14BN4-5]"";""ENST00000659705.1; ENSP00000499241.1; ENSG00000163681.17. [Q14BN4-1]"";",protein-macromolecule adaptor activity [GO:0030674],muscle contraction [GO:0006936]; negative regulation of hippo signaling [GO:0035331]; protein localization to plasma membrane [GO:0072659]; regulation of membrane depolarization during cardiac muscle cell action potential [GO:1900825]; regulation of sodium ion transmembrane transport [GO:1902305]; regulation of voltage-gated sodium channel activity [GO:1905150],centrosome [GO:0005813]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; FAR/SIN/STRIPAK complex [GO:0090443]; M band [GO:0031430]; mitochondrial membrane [GO:0031966]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; smooth endoplasmic reticulum [GO:0005790]; Z disc [GO:0030018]
Q9NWH9,N3,-1.266829225,-1.294238682,1.127252716,0.145279055,0.20398047,grey50,SLTM,SLTM_HUMAN,SAFB-like transcription modulator (Modulator of estrogen-induced transcription),SLTM MET,79811;,ENST00000380516.7; ENSP00000369887.2; ENSG00000137776.17. [Q9NWH9-1];,RNA binding [GO:0003723]; sequence-specific DNA binding [GO:0043565],apoptotic process [GO:0006915]; regulation of mRNA processing [GO:0050684]; regulation of transcription by RNA polymerase II [GO:0006357],nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
